Tape_nr,Programtittel,Tid,Dato,Format,Innhold,Personer,Produsent,Rettigheter,Oppdragsgiver,Generasjon,Merknader,Column,Column 14,Column 15
A0521,Offline 3.,00:29:00,1.8.2002,DVCpro25,"Offline, Studiodebatt med reportasjer. Mediebruk og påvirkning. Program 3.","Barbara Gentikow, Jon Geir Høyersten, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
A0523,Offline 3.,00:29:00,1.8.2002,DVCpro50,"Offline, Studiodebatt med reportasjer. Mediebruk og påvirkning. Program 3.","Barbara Gentikow, Jon Geir Høyersten, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
A0524,Offline 4.,00:29:00,1.8.2002,DVCpro50,"Offline, Studiodebatt med reportasjer. Medier og identitet. Program 4.","Harald Eia, Jostein Gripsrud, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
A0526,Offline 4.,00:29:00,1.8.2002,DVCpro25,"Offline, Studiodebatt med reportasjer. Medier og identitet. Program 4.","Harald Eia, Jostein Gripsrud, Rune Klevjer.",Arnt Brandseth,Univisjon,Intitutt for Medievitenskap,Master,NRK,X Frode,,
A0512,Erasmus,00:08:00,1.5.2002,DVCpro,2 versjoner av Erasmus: 1. Engelsk kommentar. 2. Uten kommentar. Program om det å studere i Norge.,,Bjørn Vassnes,Univisjon,SIU,Master,,X Frode,,
6273,L+ Kan fattigdom avskaffes?,,1.2.2001,BetacamSP,Læreplan +: Kan Fattigdom avskaffes?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6327,L+ Når nøden er størst.,,1.11.1999,BetacamSP,Læreplan +: Når nøden er størst.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6276,L+ Hvem skal redde verdensfreden.,,1.10.1999,BetacamSP60,Læreplan +: Hvem skal redde verdensfreden.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6366,L+ EU utvider.,,1.11.2000,BetacamSP60,Læreplan +: EU utvider.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6346,L+ AIDS truer fremtiden.,,1.10.2000,BetacamSP60,Læreplan +: AIDS truer fremtiden.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6339,"L+ ""Bjørnen sover?"" Russland på veg mot demokrati og markedsstyring.",,1.3.2000,BetacamSP60,"Læreplan +: ""Bjørnen sover?"" Russland på veg mot demokrati og markedsstyring.",,Astrid Rommetveit,Univisjon,UD,Master,,,,
6195,L+ Islam - vestens nye fiendebilde?,,1.3.1999,BetacamSP60,Læreplan +: Islam - vestens nye fiendebilde?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6023,L+ Norges plass i Europa.,,,BetacamSP60,Læreplan +: Norges plass i Europa.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6021,L+ Globalisering - en trussel mot demokrati og velferd?,,06.10.1998,BetacamSP60,Læreplan +: Globalisering - en trussel mot demokrati og velferd?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
5851,L+ Et delt Norden.,,24.04.1998,BetacamSP60,Læreplan +: Et delt Norden.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5805,L+ Helse skaper utvikling.,,06.03.1998,BetacamSP60,Læreplan +: Helse skaper utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5640,"L+ Menneskerettigheter, eller hva?",,30.01.1998,BetacamSP60,"Læreplan +: Menneskerettigheter, eller hva?",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5650,L+ Barn på slavekontrakt.,,,BetacamSP60,Læreplan +: Barn på slavekontrakt.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5656,L+ FN-reformen.,,24.10.1997,BetacamSP60,Læreplan +: FN-reformen.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5416,L+ Miljø og utvikling.,,18.04.1997,BetacamSP60,Læreplan +: Miljø og utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
4886,L+ Flyktninger i verden.,,20.09.1996,BetacamSP60,Læreplan +: Flyktninger i verden.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
6024,L+ FN sin rolle i bistand og utvikling.,,01.11.1998,BetacamSP60,Læreplan +: FN sin rolle i bistand og utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5023,L+ FN 50 år.,,20.10.1995,BetacamSP60,Læreplan +: FN 50 år.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5185,L+ Verdensbanken.,,19.04.1996,BetacamSP60,Læreplan +: Verdensbanken.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
A0145,L+ Norsk bistand i 50 år.,,01.04.2002,DVPro25,Læreplan +: Norsk bistand i 50 år.,,Astrid Rommetveit,Univisjon,UD,Master,,X Frode,,
A0558,L+ I pakt med naturen.,,01.12.2002,DVPro25,Læreplan +: I pakt med naturen.,,Astrid Rommetveit,Univisjon,UD,Master,,X Frode,,
A0451,L+ Kampen om naturresursene.,,01.12.2002,DVPro25,Læreplan +: Kampen om naturresursene.,,Astrid Rommetveit,Univisjon,UD,Master,,X Frode,,
A0646,L+ Ut av fattigdommen.,,01.05.2002,DVPro25,Læreplan +:  Ut av fattigdommen.,,Astrid Rommetveit,Univisjon,UD,Master,,X Frode,,
DC0082,Havråtunet,02:09:55,01.01.2003,DVCam,"Havråtunet, langversjon. DUB fra film. Kontakt Einar Ådland, Bergens Museum.",,,Univisjon,,DUB,,X Frode,,
3832,De medisinskhistoriske samlinger. Hagevik kysthospital.,,,BetacamSP,"Overført fra 16 mm film, sort/hvitt. De medisinskhistoriske samlinger. Hagevik kysthospital. kassett 1. Gipsing av overkropp på barn, pike. Lysbehandling av voksne. Ryggbevegelser. Oversikt Hagevik. Badeliv, barn bader. Mat kjøres ut og bespisning ved sjøen. Barn på sykestuen. Barnelek: ""Fløy en liten blåfugl gjennom vinduet"".  Klasserom. Leger. Legekongress, dampskipet Zeta med leger ankommer Hagevik, bilder fra hagen, ombordstigning og avgang med musikk, bespisning ombord.",Ligger i Safen,Ukjent,Univisjon??,,Victor E. Dahl,,X Frode,,
3835,De medisinskhistoriske samlinger. Hagevik kysthospital.,,,BetacamSP,"Overført fra 16 mm film, sort/hvitt. De medisinskhistoriske samlinger. Hagevik kysthospital. kassett 2. Whitmans lårbensoperasjon. Konstruksjonsoperasjon ved nekreose av lårbenet. Røntgenbilder, funksjonstest. (Speilvendt film) Legekongress, dampbåten Atez ankommer, ilandstigning, bilder fra hagen, musikkorps, ombordstigning, avgang, dampfløyte. Barn, H. Gade, voksne, divisjonsmusikken spiller, Hagevik 1930, bil og buss ankommer, smittebarakken, rotur, apoteker Johan O. Lothe. Uteliv, voksne soler seg, Gade går visitt, fra hagen, 28.4.1938 besøk av Norsk sykepleierske forbund, divisjonsmusikken besøker kysthospitalet, uteliv, omvisning på sykestuen, fargefilm, avreise med busser.",Ligger i Safen,Ukjent,Univisjon??,,Victor E. Dahl,,X Frode,,
,De medisinskhistoriske samlinger. Neevengaarden,,,BetacamSP-90,"Overført fra 16 mm film, sort/hvitt. 1. Elektrosjokk 2. Farge. Leukotomi. (Lobotomi). 3: Insulinsjokk 1.3.1961. 4 Sv/Hv Leukotomi. (Lobotomi)",Ligger i Safen,Ukjent,Univisjon??,,Victor E. Dahl,,,,
A0580,A journey in the History of Water,00:50:53,,DVPro50,A journey in the History of Water. Del 1:  The Struggle,,,Kan brukes,Læreplan+,DUB,Copyright på kopier!,X Frode,,
A0581,A journey in the History of Water,00:50:40,,DVPro50,A journey in the History of Water. Del 2: The Energy,,,Kan brukes,Læreplan+,DUB,Copyright på kopier!,X Frode,,
A0582,A journey in the History of Water,00:46:30,,DVPro50,A journey in the History of Water. Del 3:  The Myths,,,Kan brukes,Læreplan+,DUB,Copyright på kopier!,X Frode,,
A0583,A journey in the History of Water,00:48:30,,DVPro50,A journey in the History of Water. Del 4:  The Conflicts.,,,Kan brukes,Læreplan+,DUB,Copyright på kopier!,X Frode,,
DV0311,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Japansk",,NRK,NRK,,DUB,,X Frode,,
DV0312,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Japansk,,NRK,NRK,,DUB,,X Frode,,
DV0313,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Japansk,,NRK,NRK,,DUB,,X Frode,,
DV0314,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Japansk,,NRK,NRK,,DUB,,X Frode,,
DV0315,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 1 Språkversjon Fransk,,NRK,NRK,,DUB,,X Frode,,
DV0316,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Fransk,,NRK,NRK,,DUB,,X Frode,,
DV0317,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Fransk,,NRK,NRK,,DUB,,X Frode,,
DV0318,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Fransk,,NRK,NRK,,DUB,,X Frode,,
DV0319,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 1 Språkversjon Kinesisk,,NRK,NRK,,DUB,,X Frode,,
DV0319A,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Kinesisk,,NRK,NRK,,DUB,,X Frode,,
DV0320,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Kinesisk,,NRK,NRK,,DUB,,X Frode,,
DV0320A,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Kinesisk,,NRK,NRK,,DUB,,X Frode,,
DV0322,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Arabisk",,NRK,NRK,,DUB,dropout,X Frode,,
DV0323,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Arabisk,,NRK,NRK,,DUB,,X Frode,,
DV0324,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Arabisk,,NRK,NRK,,DUB,,X Frode,,
DV0325,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Arabisk,,NRK,NRK,,DUB,,X Frode,,
DV0326,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Norsk",,NRK,NRK,,DUB,,X Frode,,
DV0327,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Norsk,,NRK,NRK,,DUB,,X Frode,,
DV0328,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Norsk,,NRK,NRK,,DUB,,X Frode,,
DV0329,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Norsk,,NRK,NRK,,DUB,,X Frode,,
DV0330,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Spansk",,NRK,NRK,,DUB,,X Frode,,
DV0331,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Spansk,,NRK,NRK,,DUB,,X Frode,,
DV0332,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Spansk,,NRK,NRK,,DUB,,X Frode,,
DV0333,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Spansk,,NRK,NRK,,DUB,,X Frode,,
DV0334,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Portugisisk",,NRK,NRK,,DUB,,X Frode,,
DV0335,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Portugisisk,,NRK,NRK,,DUB,,X Frode,,
DV0336,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Portugisisk,,NRK,NRK,,DUB,,X Frode,,
DV0337,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 4 Språkversjon Portugisisk,,NRK,NRK,,DUB,,X Frode,,
DV0354,Bisettelse Eduardo Ramirez,01:06:00,22.10.2004,DVMini,"Bisettelsen av Euardo Ramirez i St. Pauls kirke, med taler på minnestunden etterpå på Historisk Museum. Henrich von Achen forretter. VHS sendt til Mexico",Henrich von Achen,Victor Dahl,Univisjon,Bergens Museum,Master,,,,
A0958,Fjernvarme,,11.01.2005,DVPro,Oppdragsvideo for BIR,,Astrid Rommetveit,,BIR,Master,,X Frode,,
A1091,L+ Den filippinske aupairen,00:26:38,15.07.2005,DVPro50,Læreplan+: Den filippinske aupairen,"Emmalyn Barcelon, Marianne Hovdan ",Astrid Rommetveit,,UD,Master,,X Frode,,
A0793,L+ ProgresO,00:26:00,01.04.2004,DVPro50,"Læreplan+: ProgresO. NORSK versjon, tekstet, m/ Børge Brende",,Astrid Rommetveit,,UD,Master,,,,
A0240,deCoding The Islanders,00:50:00,01.08.2001,DVCPro,"deCoding The Islanders - for VHS-kopiering, m/super",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A00379,deCoding The Islanders,00:50:00,01.08.2001,DVCPro,"deCoding The Islanders, engelsk versjon, u/super, I-lyd",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A00376,deCoding The Islanders,00:50:00,01.08.2001,DVCPro,"deCoding The Islanders, engelsk versjon, u/super, ferdigmikset",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
A0384,Blå revolusjon,00:46:30,01.01.2002,DVCPro123,Blå revolusjon - Internasjonal versjon,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0880,Showreel 2004,,01.01.2004,,Showreel for Univisjon 2004 - kort,"Brian Holmedal, Bjørn Vassnes, May-Britt Skjelvik, Arnt Brandseth, Nils Arne Sæbø.",Frode Ims,Univisjon,Univisjon,Master,,X Frode,,
A0975,Showreel 2005,,01.01.2005,DVCPro,Showreel for Univisjon 2005 - engelsk og norsk versjon,"Brian Holmedal, Bjørn Vassnes, May-Britt Skjelvik, Arnt Brandseth, Nils Arne Sæbø.",Frode Ims,Univisjon,Univisjon,Master,,X Frode,,
A0513,Erasmus,00:08:00,01.05.2002,DVCPro,2 versjoner av Erasmus: 1. Engelsk kommentar. 2. Uten kommentar. Program om det å studere i Norge.,,Bjørn Vassnes,Univisjon,SIU,Master,,X Frode,,
A0639,Treasures from the sea,00:50:00,01.01.2004,DVCPro,"TREATS. Engelsk versjon, m/dub, m/supertekst, ferdigmiks",,Bjørn Vassnes,,,,,X Frode,,
A0637,Treasures from the sea,00:50:00,01.01.2004,DVCPro,"TREATS, clean master",,Bjørn Vassnes,,,,,X Frode,,
A0638,Treasures from the sea,00:50:00,01.01.2004,DVCPro,"TREATS, komplett engelsk versjon",,Bjørn Vassnes,,,,,X Frode,,
a0826,Medisinforing av fisk,,,DVCPro50,Medisinforing av fisk,,Frode Ims,,,,,X Frode,,
a0811,Medisinforing av fisk,,,DVCPro50,Medisinforing av fisk,,Frode Ims,,,,,X Frode,,
a0694,Utenfra men hjemme,00:28:00,01.08.2003,DVCPro25,Utenfra men hjemme,,Nils Arne Sæbø,,,Master,,X Frode,,
a00383,Utenfra men hjemme,,01.06.2003,DVCPro25,Utenfra men hjemme - lang versjon,,Nils Arne Sæbø,,,Master,,X Frode,,
A0825,L+ ProgresO,00:26:00,01.04.2004,DVCPro50,Læreplan+: ProgresO. NORSK versjon tekstet m/ Børge Brende + kortversjoner til nett,,Astrid Rommetveit,,UD,Master,,X Frode,,
A0792,L+ ProgresO,,01.04.2004,DVCPro50,Læreplan+: ProgresO. Engelsk versjon tekstet u/ Børge Brende,,Astrid Rommetveit,,UD,Master,,X Frode,,
A0804,L+ ProgresO,,01.04.2004,DVCPro50,Læreplan+: ProgresO. Engelsk versjon tekstet m/ Børge Brende,,Astrid Rommetveit,,UD,Master,,X Frode,,
a00289,Om golfstrømmen skulle stanse...,00:29:00,01.01.2001,DVCPro,Om golfstrømmen skulle stanse...,,Bjørn Vassnes,,NRK,,,X Frode,,
a0224,SULT,,,DVCPro25,SULT,,Bjørn Vassnes,,,,,X Frode,,
a0146,Darwins revansje,00:28:00,01.01.2000,DVCPro,Darwins revansje - schrødinger,,Bjørn Vassnes,,NRK,,,X Frode,,
a0091,Darwins revansje,00:28:00,01.01.2000,DVCPro,Darwins revansje,,Bjørn Vassnes,,NRK,,,X Frode,,
A0933,BLÅ REVOLUSJON,,01.01.2005,DVCPro50,"BLÅ REVOLUSJON. ENGELSK MASTER M/ SUPER, ENG KOM, RULL",,Bjørn Vassnes,,,,,X Frode,,
A0956,BLÅ REVOLUSJON,,01.01.2005,DVCPro50,"BLÅ REVOLUSJON. NORSK MASTER M/ SUPER, NORSK KOM, RULL",,Bjørn Vassnes,,,,,X Frode,,
A0954,BLÅ REVOLUSJON,,01.01.2005,DVCPro50,"BLÅ REVOLUSJON. NRK MASTER M/ SUPER, NORSK KOM, RULL",,Bjørn Vassnes,,,,,X Frode,,
A0957,BLÅ REVOLUSJON,,01.01.2005,DVCPro50,BLÅ REVOLUSJON. CLEAN MASTER,,Bjørn Vassnes,,,,,X Frode,,
A1182,deCoding The Islanders,00:23:30,01.08.2001,DVCPro,"deCoding The Islanders, Schrødingers katt versjon, norsk. DUB. 25 Mbs",,Bjørn Vassnes,Univisjon,Univisjon,Master,,X Frode,,
a1123,Forskning.no,00:33:00,01.01.2005,DVCPro50,"Forskning.no II - samletape 1. Arkitektur og helse 2. Livet under jorden 3. Pølse og fisk 4. Golfstrømmen 2005 5. Hobergprisvinner, Habermas x 4",,Diverse,Univisjon,Forskning.no,,,X Frode,,
a1293,Forskning.no,,01.01.2005,DVCPro50,Forskning.no I. 1. Brunsnegl,,Nils Arne Sæbø,Univisjon,Forskning.no,,,X Frode,,
a1292,Frederick Monsen,,25.11.2005,DVCPro50,,Lengselens bilder - PILOT,Nils Arne Sæbø,,,,,X Frode,,
7000,Decoding the Icelanders,00:57:49,07.02.2002,DIGIbeta,Decoding the Icelanders. English version with open/captions/end-credits (on black),,Bjørn Vassnes,,,,,,,
7001,Decoding the Icelanders,00:50:59,07.02.2002,Beta SP,"Decoding the Icelanders, uten sub, I-lyd",,Bjørn Vassnes,,,,,,,
7002,Decoding the Icelanders,00:51:00,07.02.2002,Beta SP,Decoding the Icelanders. For VHS kopiering,,Bjørn Vassnes,,,,,,,
7003,Grottemannen,00:51:34,01.02.2002,DIGIbeta,"Grottemannen. Engelsk versjon, m. sub, rull og ferdigmix",,Nils Arne Sæbø,,,,,,,
7004,Grottemannen,00:51:37,01.02.2002,DIGIbeta,"Grottemannen. Norsk versjon, ferdigmix og i-lyd",,Nils Arne Sæbø,,,,,,,
7005,Grottemannen,00:51:35,01.02.2002,DIGIbeta,"Grottemannen. Engelsk versjon. English open/end-credits, otherwise CLEAN",,Nils Arne Sæbø,,,,,,,
7006,Grottemannen,00:51:35,01.02.2002,DIGIbeta,Grottemannen. Engelsk versjon. Clean version without end-credits,,Nils Arne Sæbø,,,,,,,
7007,Grottemannen,00:51:37,01.02.2002,DIGIbeta,Grottemannen. Norsk versjon. Norwegian open/end-credits,,Nils Arne Sæbø,,,,,,,
7008,Grottemannen,00:53:45,01.02.2002,Beta SP,"Grottemannen. Version with english title and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
7009,Grottemannen,00:51:45,01.02.2002,Beta SP,"Grottemannen. Version with english title and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
7010,Grottemannen,00:51:34,01.02.2002,Beta SP,Grottemannen. Engelsk versjon. Engelsk subtitles,,Nils Arne Sæbø,,,,,,,
7011,Grottemannen,00:51:45,01.02.2002,DIGIbeta,"Grottemannen. Version with english titles and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
A0227,Blå Rikdom,,15.10.2000,DVCPro,Innslag til serien med I-lyd. 1. Fiskedamene i Ghana. 2. På oppsyn med KNM Ålesund. 3. Havfruene i Japan,,Nils Arne Sæbø,Univisjon/NRK,,,,X Frode,,
A0242,Grottemannen,00:51:37,15.05.2001,DVCPro,"Grottemannen, norsk versjon",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
A0385,Grottemannen,00:51:37,15.05.2001,DVCPro,"Grottemannen, internasjonal versjon med engelsk mix på 1+2 og i-lyd på 3+4, åpne bakrunner etter programmet",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
A0241,Grottemannen,00:51:37,15.05.2001,DVCPro,"Grottemannen, internasjonal versjon med engelsk kommentar påspor 1 og i-lyd på 3+4",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
A0241,Grottemannen,00:51:37,15.05.2001,DVCPro,"Grottemannen, norsk versjon",,Nils Arne Sæbø,Univisjon/NRK,,Master,,,,
A0335,Edvard Grieg - his life and music,,15.04.1993,DVCPro,"Film med ""musikkvideoer"" i forbindelse med Grieg jubileet i 1993. Dub fra Beta-SP. Engelsk versjon ",,Nils Arne Sæbø,Univisjon/Artic,,,,,,
A0336,Edvard Grieg - hans liv og musikk,,15.04.1993,DVCPro,"Film med ""musikkvideoer"" i forbindelse med Grieg jubileet i 1993. Dub fra Beta-SP. Norsk versjon",,Nils Arne Sæbø,Univisjon/Artic,,,,,,
DV0201,NILU eng versjon,,,DV,Oppdragsfilm for NILU,,Nils Arne Sæbø,,,,,X Frode,,
a1320,Mammaranet,00:21:30,24.04.2006,DVCPro50,"Mammaranet, m super, u rull","Emmalyn Barcelon, Lise Widding Isaksen ",Astrid Rommetveit,Univisjon,TV2,,,,,
a1093,Mother for hire,00:21:30,24.04.2006,DVCPro50,"Mother for hire, m super, m text","Emmalyn Barcelon, Lise Widding Isaksen ",Astrid Rommetveit,Univisjon,TV2,,,X Frode,,
dv401,forskning.no,00:04:12,,DV,forskning.no - bier,,,,,,,X Frode,,
dv402,forskning.no,00:03:40,,DV,forskning.no - krag/jørgensen,,,,,,,X Frode,,
dv403,forskning.no,00:03:38,,DV,forskning.no - kjempebølger,,,,,,,X Frode,,
dv404,,,,DV,Forskerspirene del 1-6,,,,,,,X Frode,,
dv405,,,,DV,Forskerspirene del 7-10,,,,,,,X Frode,,
dv406,,,,DV,Forskerspirene del 11-15,,,,,,,X Frode,,
a00407,Utenfra men hjemme,00:29:06,01.01.2003,DVCPro25,Utenfra men hjemme,,Nils Arne Sæbø,,,Master,,X Frode,,
a1092,Mammaranet,00:21:40,24.04.2006,DVCPro50,"Mammaranet, m super, rull og norsk tekst","Emmalyn Barcelon, Lise Widding Isaksen ",Astrid Rommetveit,Univisjon,TV2,,,X Frode,,
a1154,Making Weather,00:01:40,01.01.2005,DVCPro50,PILOT - Making weather,,Nils Arne Sæbø,Univisjon,,,,,,
A1090,L+ Den filippinske aupairen,00:26:38,15.07.2005,DVCPro50,"Læreplan+: Den filippinske aupairen, m tekst","Emmalyn Barcelon, Marianne Hovdan ",Astrid Rommetveit,,UD,Master,,X Frode,,
A00385,The secret cave of diaries. Grottemannen.,,01.09.2002,DVCPro50,"Grottemannen. Int versjon, ch 1+2 eng mix, ch3+4 i-mix, open bacgrounds etter prog, tone -14db",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,,,
A00374,Grottemannen,00:51:37,,DVCPro50,"Grottemannen. 1+2 stereo, tone -14db, peak +6db",Stein Erik Lauritzen,Nils Arne Sæbø,Univisjon,,Master,,X Frode,,
a0005,Den nye gulljakten,,,DVCPro50,PILOT: Den nye gulljakten,,Bjørn Vassnes,,,,,X Frode,,
a1287,Forskning.no,00:03:00,01.01.2006,DvcProHD,"Forskning.no, Hudkreft.",,Arnt Brandseth,,,,,,,
a0935,Utenfor eden,00:52:52,01.12.2004,DVCPro50,"Utenfor eden 1:3. ""Av jord"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a0937,Utenfor eden,00:52:45,01.12.2004,DVCPro50,"Utenfor eden 2:3. ""Fruktbar balanse"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a0936,Utenfor eden,00:52:59,01.12.2004,DVCPro50,"Utenfor eden 3:3. ""Drømmen om edens hage"", TC 10:00:00:00, Norsk versjon m super og rulletekst, Fargekorrigert",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a1430,Utenfor eden,00:52:55,01.12.2004,DVCPro50,"Outside Eden 1:3. ""Mother Earth"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a1431,Utenfor eden,00:52:45,01.12.2004,DVCPro50,"Outside Eden 2:3. ""A fertile balance"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a1432,Utenfor eden,00:52:45,01.12.2004,DVCPro50,"Outside Eden 3:3. ""The dream"", TC 10:00:00:00, 1+2 ferdigmix m/engelsk kom, 3+4 I-lyd, Uten tittel, super og rull.",,Univisjon/NRK. Nils Arne Sæbø,,NRK,,,X Frode,,
a1395,Trade not aid -lettere sagt enn gjort?,00:13:46,18.10.2006,DVCPro50,MASTER. Trade not aid -lettere sagt enn gjort?,,"Astrid Rommetveit, Bjørn Bøhtun",Univisjon,UD,,,X Frode,,
a1393,Model UN. FN-Rollespill for alle,00:05:24,18.10.2006,DVCPro50,MASTER. Model UN. FN-Rollespill for alle,,Bjørn Bøhtun,Univisjon,Sparebanken Vest/TMUN,,,X Frode,,
a1394,Model UN. FN-Rollespill for alle,00:05:24,18.10.2006,DVCPro50,MASTER. Model UN. FN-Rollespill for alle,,Bjørn Bøhtun,Univisjon,Sparebanken Vest/TMUN,,,X Frode,,
a1397,Hemmelige koder,00:24:55,01.01.2005,DVCPro50,Hemmelige koder,,Nils Arne Sæbø,,,,,X Frode,,
a1398,GRUBLE,00:04:27,01.01.2006,DVCPro50,GRUBLE -filosofi med barn,,,,Sparebanken Vest,,,X Frode,,
A1489,Værets ansikt,00:28:30,01.01.2006,DVCPro,"Filmen handler om den moderne meteorologiens far Vilhelm  Bjerknes, og hans arbeid for å gjøre meteorologi til en seriøs vitenskap.",Vilhelm Bjerknes,"Univisjon, Arnt Brandseth",Univisjon,,Master,,X Frode,,
A1388,Værets ansikt,00:28:30,01.01.2006,DVCPro,"Filmen handler om den moderne meteorologiens far Vilhelm  Bjerknes, og hans arbeid for å gjøre meteorologi til en seriøs vitenskap.",Vilhelm Bjerknes,"Univisjon, Arnt Brandseth",Univisjon,,Master,i-lyd,X Frode,,
A1441,SPV kunstnerstipend,00:04:56,01.01.2006,DVCPro,Lars Sture fikk tildelt kunstnerstipend av Sparebanken Vest i 2005 ,"Lars Sture, Gunnar Staalesen","Univisjon, Arnt Brandseth",,Sparebanken Vest,Master,,X Frode,,
A1439,Den globale fisken,00:27:00,01.01.2006,DVCPro,Filmens hovedperson er den 25 år gamle kinesisktalende redersønnen Fredrik Remøy fra Ålesund. Målet hans er å selge norsk fisk til Kina. Vi følger ham gjennom oppturer og nedturer. I Thailand møter vi to personer som begge er berørt av den globale handelen med fisk.  Den tidligere kystfiskeren Jurun Rachapol og rekoppdretteren Worranee Chanche.,Fredrik Remøy  Worranee Chanche  Jurun Rachapol,"Univisjon, Arnt Brandseth",Univisjon,,Master,Uten teksting,C,,
